branch_id,branch_name,branch_manager,branch_phone_number,branch_opening_date,branch_type,branch_stock_market,branch_stock_symbol,branch_country_code
875,Branch C,Karolina Canti,210-150-9391,5/5/2003,Retail,NASDAQ,FMBH,FI
876,Branch B,Wilburt Gleasane,619-106-7645,6/20/2010,Corporate,NASDAQ,SKIS,PH
877,Branch A,Dyna Preedy,626-409-8421,4/23/2012,Retail,NYSE,HTF,EC
878,Branch C,Conant Pinchon,825-891-5777,1/15/2006,Retail,NASDAQ,IGF,CN
879,Branch A,Feliks Sturch,441-705-8081,1/26/2019,Corporate,NYSE,TPC,BG
880,Branch B,Tate Badsey,688-938-7291,5/26/2002,University,NYSE,WTW,ES
881,Branch C,Gifford Anthoin,983-247-2861,8/1/2016,Corporate,NASDAQ,BATRK,AZ
882,Branch C,Gordie Whitworth,163-421-6680,8/27/2011,Retail,NASDAQ,SBLK,JP
883,Branch B,Saul Pischof,253-926-5529,6/1/2016,Retail,NYSE,JRO,RU
884,Branch B,Anthea Fero,157-335-1346,12/13/2022,Retail,NYSE,FPH,BR
885,Branch B,Ash Overlow,429-303-9309,6/8/2015,University,NASDAQ,AFMD,PH
886,Branch C,York Brobyn,232-921-6814,11/7/2012,Retail,NASDAQ,PBYI,FR
887,Branch C,Randolph Matelyunas,231-621-0268,4/19/2021,Retail,NASDAQ,BCRX,AR
888,Branch C,Emmit Janman,986-810-4459,10/21/2017,University,NYSE,PSB^T,RS
889,Branch B,Ezra Pickover,121-558-8791,12/24/2010,Retail,NASDAQ,KALV,IT
890,Branch B,Toby Guilfoyle,629-361-2780,3/8/2021,University,NASDAQ,LSXMB,UA
891,Branch C,Bay Hastie,392-512-8453,8/19/2014,Retail,NASDAQ,SNOAW,FR
892,Branch B,Muffin Blackie,435-766-7667,5/30/2010,University,NYSE,BUD,VE
893,Branch C,Alameda Boissieux,405-319-4949,11/30/2008,Retail,NASDAQ,EVOL,JO
894,Branch A,Maybelle Sill,679-200-2515,10/4/2013,Retail,NASDAQ,VGLT,MX
895,Branch B,Rickard Bengtsen,650-533-5202,5/8/2006,Corporate,NYSE,YUME,BA
896,Branch A,Tedd Nabbs,879-318-7455,7/20/2012,Corporate,NASDAQ,TTOO,CN
897,Branch C,Foss Killingback,667-546-5093,8/31/2014,Retail,NASDAQ,STPP,CN
898,Branch A,Thorstein Nisbith,465-488-0000,4/30/2005,Corporate,NASDAQ,IMGN,RS
899,Branch A,Duffy Hargie,857-404-0049,6/20/2004,Retail,NYSE,ERA,CN
900,Branch A,Marillin Perfitt,176-661-5246,9/12/2017,University,NYSE,AXS^E,PH
901,Branch B,Gunilla Defond,873-662-4619,6/25/2014,Retail,NYSE,ABEV,PL
902,Branch B,Floris Whordley,662-545-6490,3/19/2017,Retail,NYSE,BBU,PE
903,Branch C,Shaylynn Braidwood,749-314-8942,8/24/2015,University,NYSE,C^L,CN
904,Branch C,Shell Coveny,585-940-0553,1/12/2019,University,NASDAQ,TCON,ID
905,Branch A,Ernestus Crigin,999-566-9791,4/7/2013,University,NYSE,BXP,CN
906,Branch C,Hillary Stannislawski,401-382-9644,6/4/2007,University,NYSE,TWN,TH
907,Branch B,Rikki Figura,834-497-8234,10/9/2011,Retail,NYSE,VOC,RU
908,Branch B,Sean Damrel,832-620-0234,4/5/2007,Corporate,NYSE,BKH,ID
909,Branch C,Ediva Watman,319-853-6786,2/1/2001,Retail,NASDAQ,MARK,PT
910,Branch A,Carola Dmtrovic,453-595-1364,10/20/2018,Corporate,NASDAQ,ACGLP,PH
911,Branch B,Ella Stiller,566-607-4213,11/28/2016,Corporate,NYSE,HVT.A,CO
912,Branch A,Ricki Lowseley,777-850-9684,9/26/2020,Corporate,NASDAQ,IRCP,ID
913,Branch A,Karoly Eyre,431-538-5380,8/17/2004,University,NYSE,TAC,BY
914,Branch B,Dena Noon,631-256-0473,2/14/2011,University,NYSE,CTB,PT
915,Branch C,Briano Hendrik,489-396-2553,2/3/2006,Retail,NYSE,CPS,CN
916,Branch A,Beaufort Pyott,651-660-8571,11/5/2000,University,NYSE,WFC^V,MA
917,Branch C,Laverne Howie,447-865-9390,5/31/2002,Corporate,NYSE,GCAP,MX
918,Branch A,Rozalin Soitoux,502-454-1827,7/17/2007,Retail,NYSE,GCO,IE
919,Branch C,Madalyn Oxlee,350-358-3902,8/26/2021,Corporate,NYSE,ECCZ,CN
920,Branch C,Brendan Pogosian,870-522-5230,7/26/2021,Retail,NASDAQ,AWRE,ID
921,Branch B,Vanessa Foxworthy,239-712-1990,9/10/2018,Corporate,NASDAQ,SBPH,HR
922,Branch B,Freda Stollenwerck,993-116-8747,10/11/2007,University,NYSE,CCM,GE
923,Branch B,Beitris Kopf,547-714-3559,8/15/2007,University,NYSE,TWO^A,PT
924,Branch B,Ced Jeavons,101-681-3058,7/5/2013,Corporate,NYSE,PDI,CN
925,Branch A,Kendal Domerque,602-905-2952,3/1/2021,Retail,NASDAQ,TCX,TN
926,Branch A,Noland Whaplington,174-531-6564,3/29/2013,University,NYSE,VLT,GT
927,Branch A,Babette Fermoy,126-902-0456,4/18/2017,Corporate,NASDAQ,USAT,BR
928,Branch B,Edward Sizeland,953-850-3662,3/14/2019,Retail,NASDAQ,SUPN,ID
929,Branch C,Allys Meth,867-405-7168,7/21/2006,Retail,NYSE,JAX,RU
930,Branch C,Bryce Flowith,475-597-2942,12/22/2004,Corporate,NYSE,NRG,TH
931,Branch A,Celka Rattray,715-627-3697,2/1/2005,Retail,NASDAQ,JUNO,SE
932,Branch C,Hayes Siegertsz,668-519-2571,11/17/2009,Retail,NASDAQ,XENT,AF
933,Branch A,Vittoria Levermore,570-996-5326,6/10/2020,Corporate,NYSE,PANW,RU
934,Branch B,Natale Fortune,769-400-3025,9/11/2002,Retail,NASDAQ,SBNY,SE
935,Branch C,Odette Buzek,261-869-3701,4/25/2019,Retail,NASDAQ,ZAGG,YE
936,Branch A,Inez Antrack,480-324-9578,10/13/2015,University,NASDAQ,RUSHB,PW
937,Branch A,Casandra Klimt,225-109-4834,7/5/2007,Retail,NYSE,PCM,ET
938,Branch A,Jamil Betteney,896-135-7237,5/23/2018,Retail,NYSE,PNC^P,CD
939,Branch C,Salomone Fackrell,897-368-6066,2/8/2019,University,NASDAQ,SYMX,YT
940,Branch A,Novelia Newens,450-373-0965,2/26/2007,Corporate,NYSE,THQ,PH
941,Branch A,Orton Allred,666-847-4032,3/7/2021,Corporate,NASDAQ,IPCC,CN
942,Branch C,Michael Jenton,914-842-4668,4/23/2005,Retail,NYSE,CUDA,CN
943,Branch B,Morey Wardhough,189-371-5903,10/25/2007,Retail,NYSE,REXR^A,AR
944,Branch A,Templeton Seed,191-594-9568,11/3/2011,Corporate,NYSE,AGRO,PH
945,Branch A,Renell Southard,171-977-0626,12/31/2005,Corporate,NASDAQ,FOXF,SE
946,Branch C,Aland Sulley,402-420-1757,7/29/2003,Corporate,NASDAQ,BICK,MY
947,Branch C,Stacy Addams,801-102-9592,4/20/2009,University,NASDAQ,GHDX,RU
948,Branch B,Glynis Driffield,221-724-9313,5/20/2005,Retail,NYSE,ARR^B,VE
949,Branch B,Halsy Tittletross,116-301-2686,7/24/2003,University,NASDAQ,CETXW,PT
950,Branch A,Shannen Gorsse,230-565-6705,9/15/2016,Corporate,NASDAQ,HOVNP,JP
951,Branch C,Berny Toone,275-696-8088,3/22/2009,Corporate,NASDAQ,GENY,LY
952,Branch A,Amos Breckenridge,444-712-6256,11/9/2022,University,NASDAQ,IMMR,GE
953,Branch C,Thomas Overington,427-705-7099,7/2/2019,Retail,NASDAQ,METC,ET
954,Branch C,Marillin Fort,848-739-8881,8/1/2016,Retail,NYSE,SPE^B,BR
955,Branch C,Micaela Kleimt,679-260-5434,7/16/2020,Corporate,NYSE,GLOB,CN
956,Branch A,Gabbie McCrea,198-349-9128,5/9/2012,University,NASDAQ,IIVI,CN
957,Branch C,Shaina Easbie,878-137-6523,5/8/2020,Corporate,NYSE,RZB,FR
958,Branch A,Corina Bartlett,187-561-2905,6/17/2016,Corporate,NASDAQ,MSTR,CN
959,Branch C,Alfonse Keenlyside,976-471-1625,2/11/2008,University,NASDAQ,BIB,PL
960,Branch A,Geralda Najara,549-403-4337,4/1/2016,Retail,NASDAQ,CZNC,VN
961,Branch C,Pooh Skippings,693-152-8791,3/16/2007,Corporate,NASDAQ,SPLK,PA
962,Branch C,Gothart Rapi,360-868-7765,1/14/2013,Corporate,NASDAQ,AGZD,PH
963,Branch B,Adrien Nisco,877-976-1890,8/11/2022,Corporate,NASDAQ,VMBS,MX
964,Branch B,Zondra Cline,874-749-7141,3/12/2003,University,NYSE,USFD,ID
965,Branch C,Natasha Waddilow,919-544-2736,10/1/2000,Retail,NYSE,MTB.WS,PL
966,Branch C,Erna Rosencwaig,598-866-6858,4/10/2019,University,NASDAQ,XIV,ID
967,Branch B,Berke Newnham,136-181-9848,2/2/2003,University,NYSE,COT,KI
968,Branch B,Iona Evangelinos,461-760-9552,6/7/2008,Corporate,NASDAQ,DUSA,CN
969,Branch A,Jenica Froschauer,940-412-1065,12/2/2003,Corporate,NASDAQ,FUNC,TH
970,Branch C,Irina Hughill,536-435-6460,4/1/2006,Retail,NYSE,BBY,BR
971,Branch A,Claudina Game,366-124-3128,4/18/2019,University,NYSE,NX,UA
972,Branch A,Angel Francois,245-770-8192,4/26/2018,Retail,NYSE,SSW^G,BY
973,Branch B,Jerrome Kinforth,162-596-4289,5/15/2000,University,NYSE,SDT,PL
974,Branch B,Kassey Tregidga,790-650-6341,6/26/2011,Corporate,NYSE,SCE^K,RU
975,Branch C,Ray Pennazzi,180-536-0432,3/27/2016,Retail,NASDAQ,NETE,MK
976,Branch B,Marna Tupp,712-213-0039,7/9/2018,Corporate,NASDAQ,NFEC,MM
977,Branch A,Jason Borgnol,249-125-8991,6/6/2008,Corporate,NYSE,NTL,CN
978,Branch C,Brittaney Gudeman,914-533-8797,2/19/2012,Corporate,NASDAQ,FARM,PL
979,Branch A,Adolf Ruddlesden,295-777-0088,8/31/2016,University,NYSE,MUJ,DO
980,Branch A,Joellyn Arendsen,522-980-4167,12/29/2016,University,NYSE,FTI,ID
981,Branch A,Juline Garden,997-704-1357,6/12/2009,Retail,NYSE,TSLX,PY
982,Branch B,Ambros Feldbaum,475-841-6982,9/15/2021,University,NYSE,OFG^D,ID
983,Branch C,Julianna Wooder,492-681-6870,3/6/2016,Retail,NASDAQ,MYOK,UZ
984,Branch A,Tatiana Caso,224-335-2663,8/20/2014,Corporate,NASDAQ,CBSH,RU
985,Branch A,Irita Tointon,344-430-2292,8/4/2007,Corporate,NASDAQ,NTRSP,CI
986,Branch C,Ichabod Egre,460-705-6443,2/7/2000,University,NYSE,TNP,RS
987,Branch B,Rhett Stern,937-963-6833,6/23/2004,University,NASDAQ,FOMX,PE
988,Branch B,Brina Matterface,312-217-0839,8/9/2014,Corporate,NYSE,FCN,ID
989,Branch A,Jeane Cowins,998-732-7028,12/2/2006,University,NYSE,ING,GT
990,Branch C,Guido Amort,700-812-1398,10/9/2011,University,NASDAQ,TRCB,RU
991,Branch A,Katya Santarelli,450-299-5329,9/2/2008,University,NASDAQ,CRME,CN
992,Branch A,Diena Boddie,804-274-6528,11/6/2009,Retail,NASDAQ,TWMC,SE
993,Branch B,Othilia Brandolini,586-886-3902,10/4/2012,University,NASDAQ,LQDT,JP
994,Branch C,Norrie Stalley,587-223-1720,3/3/2014,University,NYSE,LNC,CN
995,Branch C,Gussie Mardoll,839-982-7305,3/11/2010,Corporate,NASDAQ,TCCO,JP
996,Branch A,Pinchas Peller,802-975-6895,4/17/2014,University,NYSE,KN,PH
997,Branch C,Ambrose Lanegran,641-417-3703,3/25/2007,University,NASDAQ,CEZ,AL
998,Branch C,Wenda Worling,237-312-1210,6/8/2011,Retail,NASDAQ,APOPW,MN
999,Branch B,Mallorie Robiou,694-297-6871,11/6/2003,Retail,NASDAQ,IRDM,ID
1000,Branch C,Franky Reinard,187-446-7126,8/15/2003,Corporate,NASDAQ,BNTCW,PE
